CourseID,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
1205,Linux Basics: The Command Line Interface - 6,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772581991/courses/course_1708_linux_basics_the_command_line_interface_6.jpg,"This course will introduce you to Linux, a powerful operating system used by most professional developers!",Computer Science,Software Development,Course,English,Subtitles: English,"Computer Programming,Linux,Command-Line Interface,",RA©mi SHARROCK,4.67,42,Approx. 7 hours to complete,Coursera,"course, introduce, linux, most professional developers, powerful operating system, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Consulting Presentations and Storytelling,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772581995/courses/course_1709_consulting_presentations_and_storytelling.jpg,"This is the #5 course in the specialization on management consulting. In the previous 4 courses, weâve learned how consultants break down problems with tools and logical thinking. Now, itâs time to bring all the parts together into consulting-quality presentations and deliverables. Every consulting project is different, and yet, the final presentation will have many of the same elements:",Business,Business Strategy,Course,English,Subtitles: English,"Management Consulting,Presentation,PowerPoint,Consulting,executive presence,",John Kim,4.6,50,Approx. 6 hours to complete,Coursera,"# 5 course, break, bring, consultants, consulting project, consulting-quality presentations, deliverables, final presentation, have, learn, logical thinking, management consulting, now , itâs time, parts, previous 4 courses, problems, same elements, specialization, tools, weâve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Music Business Foundations,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582002/courses/course_1711_music_business_foundations.jpg,"This course has been developed to provide students with the latest instruction on the best way for creators, consumers, and facilitators to navigate the resurgence of one of the worldâs most exciting industries: the music business. Three things are clear about todayâs music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. Whether youâre a music creator, consumer, or facilitator of this process, youâll want to understand the history, underpinnings, and basics of the music business. Course author John Kelloggâadministrator, educator, entertainment lawyer, performer, and radio and television personalityâoffers students the opportunity to learn the fundamental principles of the developing new music business, for now and into the future.",Arts and Humanities,Music and Art,Course,English,Subtitles: English,"Music business,Revenue streams,Teambuilding,Copyright,Contracts,","John P. Kellogg, Esq.",5,1,Approx. 12 hours to complete,Coursera,"artists, basics, best way, careers, consumers, consumption, cost, course, course author john kelloggâadministrator, create, creators, decrease, develop, developing new music business, educator, entertainment lawyer, expand, expose, facilitators, fundamental principles, future, greatest rate, history, imagine, increase, internet, latest instruction, learn, most exciting industries, most portals, music, music business, music industry, navigate, number, opportunity, personalityâoffers, process, produce, provide, radio, resurgence, seek, students, television, three things, underpinnings, understand, want, work, worldâs, youâre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Introduction to Food and Our Environment,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582006/courses/course_1712_introduction_to_food_and_our_environment.jpg,"This course is designed to help learners around the world become more sustainable eaters. Course videos can be watched in any order. Feel free to explore special areas of interest by skipping ahead and coming back to less familiar topics at a later stage. Together, weâll explore key topics, like how food production impacts the environment and why meat production and protein consumption are often at the center of the debate around sustainability. Weâll introduce the pros and cons of different kinds of agriculture, fishing and food packaging, with a focus on how we can make more environmentally friendly decisions on a daily basis. Weâll also look ahead and explore some of the technology innovations that could become increasingly important as we look at the future of food for a growing global population. If this is the first course youâve ever taken on food and sustainable eating, youâll come away with concrete tips for how you can make food choices that will protect the world we hand over to the next generation. Our planet needs many people making small changes in the right direction and weâre here to help with that. If youâre an expert in food sustainability, we hope to offer you some tools that could help you to communicate key messages to others in simple, digestible ways. Whatever your level, we hope youâll join this discussion as we explore, together, the ways in which we can all become more sustainable eaters.",Health,Nutrition,Course,English,Subtitles: English,"How to identify sustainably caught (or farmed) fish and seafood,How to choose more sustainably raised meat and chicken when shopping at the supermarket (if you eat these foods),How to navigate the egg section (understanding terms like free range and pasture raised),How to reduce food waste,How you can alter your consumption of protein to optimize your health and the health of the environment,","Maya Adam, MD",4.56,75,Approx. 5 hours to complete,Coursera,"agriculture , fishing and food packaging, become, center, come, communicate, concrete tips, cons, course, course videos, daily basis, debate, design, different kinds, discussion, environment, explore, feel, first course, focus, food, food choices, food production, food sustainability, future, grow, growing global population, hand, help, hope, impact, interest, introduce, join, key messages, key topics, later stage, learners, less familiar topics, level, look, make, many people, meat production and protein consumption, more environmentally friendly decisions, more sustainable eaters, need, next generation, offer, order, others, planet, pros, protect, right direction, simple , digestible ways, skip, small changes, special areas, sustainability, sustainable eating, take, technology innovations, tools, watch, ways, weâll, weâre, world, youâll, youâre, youâve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,"Everyday Excel, Part 3 (Projects)",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582013/courses/course_1714_everyday_excel_part_3_projects.jpg,"""Everyday Excel, Part 3 (Projects)"" is a continuation of ""Everyday Excel, Parts 1 and 2"".  It is a capstone, projects-based course in which you will apply what you've learned previously to more complex, somewhat open-ended projects (open-ended with respect to the fact that they can be solved in multiple ways).",Computer Science,Algorithms,Course,English,"Subtitles: English, Arabic","Data Management,Spreadsheet,Microsoft Excel,Real-world projects,computing,",Charlie Nuttelman,5,1,Approx. 14 hours to complete,Coursera,""" everyday excel, apply, base, capstone, continuation, end, everyday excel, fact, learn, more complex , somewhat open-ended projects, multiple ways, part 3 ( projects, parts, projects-based course, respect, solve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Portfolio Selection and Risk Management,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582020/courses/course_1716_portfolio_selection_and_risk_management.jpg,"When an investor is faced with a portfolio choice problem, the number of possible assets and the various combinations and proportions in which each can be held can seem overwhelming. In this course, youâll learn the basic principles underlying optimal portfolio construction, diversification, and risk management. Youâll start by acquiring the tools to characterize an investorâs risk and return trade-off. You will next analyze how a portfolio choice problem can be structured and learn how to solve for and implement the optimal portfolio solution. Finally, you will learn about the main pricing models for equilibrium asset prices.",Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Risk Management,Portfolio Construction,Risk Analysis,Portfolio Optimization,",Arzu Ozoguz,4.25,4,Approx. 22 hours to complete,Coursera,"acquire, analyze, basic principles, characterize, course, diversification, equilibrium asset prices, face, hold, implement, investor, investorâs risk, learn, main pricing models, number, optimal portfolio construction, optimal portfolio solution, portfolio choice problem, possible assets, proportions, return, risk management, seem, solve, start, structure, tools, trade-off, underlie, various combinations, youâll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Custom and Distributed Training with TensorFlow,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582028/courses/course_1718_custom_and_distributed_training_with_tensorflow.jpg,"In this course, you will:",Data Science,Machine Learning,Course,English,Subtitles: English,"Distribution Strategies,Custom Training Loops,Basic Tensor Functionality,GradientTape for Optimization,",Laurence Moroney,4.59,51,Approx. 24 hours to complete,Coursera,course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Reinforcement Learning in Finance,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582036/courses/course_1720_reinforcement_learning_in_finance.jpg,"This course aims at introducing the fundamental concepts of Reinforcement Learning (RL), and develop use cases for applications of RL for option valuation, trading, and asset management. ",Data Science,Machine Learning,Course,English,Subtitles: English,"option pricing and risk management,simple model for market dynamics,Q-learning using financial problems,optimal trading,Portfolio Optimization,",Igor Halperin,4.66,59,Approx. 17 hours to complete,Coursera,"aim, applications, asset management, course, develop, fundamental concepts, introduce, option valuation, reinforcement learning, rl, trading, use cases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Business English: Networking,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582040/courses/course_1721_business_english_networking.jpg,"This course begins with a welcome message and an overview of the Specialization. After this introduction, you will be asked to take a proficiency test to see if this course is right for you. ",Language Learning,Learning English,Course,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Afrikaans, German, Urdu, Russian, English, Spanish, Mongolian","Email Writing,Business Communication,Communication,English Language,",Richard Moore,0,0,Approx. 28 hours to complete,Coursera,"ask, begin, course, introduction, overview, proficiency test, see, specialization, take, welcome message",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,AI Workflow: AI in Production,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582044/courses/course_1722_ai_workflow_ai_in_production.jpg,"This is the sixth course in the IBM AI Enterprise Workflow Certification specialization.Â Â  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.Â Â Â Â ",Data Science,Machine Learning,Course,English,Subtitles: English,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",Mark J Grover,4.5,2,Approx. 17 hours to complete,Coursera,"build, complete, course, courses, encourage, ibm ai enterprise workflow certification specialization, individual independent courses, order, part, previous ones, sixth course, workflow, â   â, â   â   â   â",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Trading Basics,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582059/courses/course_1726_trading_basics.jpg,The purpose of this course is to equip you with the knowledge required to comprehend the financial statements of a company and understand the various transactions that take place in the stock market so that you can replicate the strategies discovered by the extant academic literature.,Business,Finance,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Financial Ratio,Cost,Financial Statement,Trading,",Ramabhadran Thirumalai,4.69,16,Approx. 8 hours to complete,Coursera,"company, comprehend, course, discover, equip, extant academic literature, financial statements, knowledge, place, purpose, replicate, require, stock market, strategies, take, understand, various transactions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Seeing Through Photographs,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582063/courses/course_1727_seeing_through_photographs.jpg,"Taking, sharing, and viewing photographs has become second nature for many of us. Given our near-constant engagement with images this course will help you dig into the meaning of pictures and reconsider photographyâs role in our visual culture. This course aims to address the gap between seeing and truly understanding photographs by introducing a diversity of ideas, approaches, and technologies that inform their making. ",Arts and Humanities,Music and Art,Course,English,"Subtitles: Arabic, French, Portuguese (European), Serbian, Italian, Vietnamese, German, Russian, English, Spanish","Photography,Art,History,Museums,Art History,",Sarah Meister,4.62,8,Approx. 17 hours to complete,Coursera,"address, aim, approaches, become, course, dig, diversity, gap, give, help, ideas, images, inform, introduce, making, meaning, near-constant engagement, photographs, photographyâs, pictures, reconsider, role, second nature, see, sharing, taking, technologies, understand, view, viewing photographs, visual culture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Natural Language Processing with Classification and Vector Spaces,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582071/courses/course_1729_natural_language_processing_with_classification_an.jpg,"In Course 1 of the Natural Language Processing Specialization, you will:   ",Data Science,Machine Learning,Course,English,"Subtitles: English, Japanese","Machine Translation,Word Embeddings,Locality-Sensitive Hashing,Sentiment Analysis,Vector Space Models,",Younes Bensouda Mourri,5,1,Approx. 34 hours to complete,Coursera,"course, natural language processing specialization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Advanced Algorithms and Complexity,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582074/courses/course_1730_advanced_algorithms_and_complexity.jpg,"In previous courses of our online specialization you've learned the basic algorithms, and now you are ready to step into the area of more complex problems and algorithms to solve them. Advanced algorithms build upon basic ones and use new ideas. We will start with networks flows which are used in more typical applications such as optimal matchings, finding disjoint paths and flight scheduling as well as more surprising ones like image segmentation in computer vision. We then proceed to linear programming with applications in optimizing budget allocation, portfolio optimization, finding the cheapest diet satisfying all requirements and many others. Next we discuss inherently hard problems for which no exact good solutions are known (and not likely to be found) and how to solve them in practice. We finish with a soft introduction to streaming algorithms that are heavily used in Big Data processing. Such algorithms are usually designed to be able to process huge datasets without being able even to store a dataset.",Computer Science,Algorithms,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Python Programming,Linear Programming (LP),Np-Completeness,Dynamic Programming,",Neil Rhodes,5,2,Approx. 27 hours to complete,Coursera,"advanced algorithms, algorithms, applications, area, basic algorithms, basic ones, big data processing, budget allocation, build, cheapest diet, computer vision, dataset, design, discuss, disjoint paths, exact good solutions, find, finish, flight scheduling, huge datasets, image segmentation, inherently hard problems, know, learn, many others, more complex problems, more surprising ones, more typical applications, networks flows, new ideas, online specialization, optimal matchings, optimize, portfolio optimization, practice, previous courses, proceed, process, requirements, satisfy, soft introduction, solve, start, step, store, streaming algorithms, such algorithms, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Introduction to Programming with MATLAB,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582078/courses/course_1731_introduction_to_programming_with_matlab.jpg,"This course teaches computer programming to those with little to no previous experience. It uses the programming system and language called MATLAB to do so because it is easy to learn, versatile and very useful for engineers and other professionals. MATLAB is a special-purpose language that is an excellent choice for writing moderate-size programs that solve problems involving the manipulation of numbers. The design of the language makes it possible to write a powerful program in a few lines. The problems may be relatively complex, while the MATLAB programs that solve them are relatively simple: relative, that is, to the equivalent program written in a general-purpose language, such as C++ or Java. As a result, MATLAB is being used in a wide variety of domains from the natural sciences, through all disciplines of engineering, to finance, and beyond, and it is heavily used in industry. Hence, a solid background in MATLAB is an indispensable skill in todayâs job market.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, Korean, German, Russian, English, Spanish","Computer Programming,Problem Solving,Matlab,Programming Language,",Akos Ledeczi,4.42,12,Approx. 35 hours to complete,Coursera,"c++, call, computer programming, course, design, disciplines, do, domains, engineering, engineers, equivalent program, excellent choice, few lines, general-purpose language, indispensable skill, industry, involve, java, language, learn, make, manipulation, matlab, matlab programs, moderate-size programs, natural sciences, numbers, other professionals, powerful program, previous experience, problems, programming system, result, solid background, solve, special-purpose language, teach, todayâs job market, use, wide variety, write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Introduction to Spreadsheets and Models,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582082/courses/course_1732_introduction_to_spreadsheets_and_models.jpg,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and itâs available to almost anyone. Major corporations and small businesses alike use spreadsheet models to determine where key measures of their success are now, and where they are likely to be in the future. But in order to get the most out of a spreadsheet, you have the know-how to use it. This course is designed to give you an introduction to basic spreadsheet tools and formulas so that you can begin harness the power of spreadsheets to map the data you have now and to predict the data you may have in the future. Through short, easy-to-follow demonstrations, youâll learn how to use Excel or Sheets so that you can begin to build models and decision trees in future courses in this Specialization. ",Business,Business Essentials,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish","Monte Carlo Method,Microsoft Excel,Linear Programming (LP),Solver,",Don Huesman,4.8,25,Approx. 5 hours to complete,Coursera,"almost, basic spreadsheet tools, begin, build, course, data, decision trees, design, determine, excel, exist, follow, formulas, future, future courses, get, give, harness, have, introduction, itâs, key measures, know-how, learn, major corporations, map, models, most powerful data analysis tools, order, power, predict, sheets, short , easy-to-follow demonstrations, simple spreadsheet, small businesses, specialization, spreadsheet, spreadsheet models, spreadsheets, success, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Launching into Machine Learning,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589896/courses/course_1733_launching_into_machine_learning.jpg,"The course begins with a discussion about data: how to improve data quality and perform exploratory data analysis. We describe Vertex AI AutoML and how to build, train, and deploy an ML model without writing a single line of code. You will understand the benefits of Big Query ML. We then discuss how to optimize a machine learning (ML) model and how generalization and sampling can help assess the quality of ML models for custom training.",Data Science,Machine Learning,Course,English,Subtitles: English,"Tensorflow,Bigquery,Machine Learning,Data Cleansing,",Google Cloud Training,4.62,8,Approx. 17 hours to complete,Coursera,"( ml ) model, assess, begin, benefits, big query ml, build, code, course, custom training, data, data quality, deploy, describe, discuss, discussion, exploratory data analysis, generalization, help, improve, machine learning, ml model, ml models, optimize, perform, quality, sampling, single line, train, understand, vertex ai automl, write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,An Introduction to Interactive Programming in Python (Part 2),https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582094/courses/course_1735_an_introduction_to_interactive_programming_in_pyth.jpg,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Turkish, English, Spanish","Python Syntax And Semantics,Logic Programming,Python Programming,Object-Oriented Programming (OOP),",Joe Warren,4.69,13,Approx. 15 hours to complete,Coursera,"applications, base, basics, build, buttons, choice, computational courses, compute, contents, coursera, design, develop, easy-to learn , high-level computer language, help, interactive applications, involve, keyboard, language, learn, make, mouse, new browser-based programming environment, offer, python, simple interactive applications, students, two-part course, use, very little or computing background, windows",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Algorithmic Thinking (Part 2),https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582097/courses/course_1736_algorithmic_thinking_part_2.jpg,"Experienced Computer Scientists analyze and solve computational problems at a level of abstraction that is beyond that of any particular programming language.  This two-part class is designed to train students in the mathematical concepts and process of ""Algorithmic Thinking"", allowing them to build simpler, more efficient solutions to computational problems.",Computer Science,Software Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Algorithms,Python Programming,Algorithmic Efficiency,Dynamic Programming,",Luay Nakhleh,4.45,20,Approx. 11 hours to complete,Coursera,"abstraction, algorithmic thinking, allow, analyze, build, computational problems, design, experienced computer scientists, level, mathematical concepts, particular programming language, process, simpler , more efficient solutions, solve, students, train, two-part class",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Reproducible Research,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582101/courses/course_1737_reproducible_research.jpg,"This course focuses on the concepts and tools behind reporting modern data analyses in a reproducible manner. Reproducible research is the idea that data analyses, and more generally, scientific claims, are published with their data and software code so that others may verify the findings and build upon them.  The need for reproducibility is increasing dramatically as data analyses become more complex, involving larger datasets and more sophisticated computations. Reproducibility allows for people to focus on the actual content of a data analysis, rather than on superficial details reported in a written summary. In addition, reproducibility makes an analysis more useful to others because the data and code that actually conducted the analysis are available. This course will focus on literate statistical analysis tools which allow one to publish data analyses in a single document that allows others to easily execute the same analysis to obtain the same results.",Data Science,Data Analysis,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish","Knitr,Data Analysis,R Programming,Markup Language,","Roger D. Peng, PhD",4.75,16,Approx. 7 hours to complete,Coursera,"actual content, addition, allow, analysis, become, build, code, concepts, conduct, course, data, data analyses, data analysis, data and software code, execute, findings, focus, idea, increase, involve, larger datasets, literate statistical analysis tools, make, modern data analyses, more sophisticated computations, need, obtain, others, people, publish, report, reproducibility, reproducible manner, reproducible research, same analysis, same results, scientific claims, single document, superficial details, tools, verify, write, written summary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Introduction to Microsoft Azure Cloud Services,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582108/courses/course_1739_introduction_to_microsoft_azure_cloud_services.jpg,"Whether you're just beginning to work with the cloud or you already have cloud experience and are new to Microsoft Azure, this course provides you with everything you need to get started. It introduces you to Microsoft Azure core concepts and services. Youâll learn the basics of cloud computing, its advantages, and how to choose the right Microsoft Azure solution for different business scenarios. Youâll use the Microsoft Azure portal and a sandbox to create and test Microsoft Azure resources at no cost to you. You donât need to write code or have scripting skills to do this.",Information Technology,Cloud Computing,Course,English,Subtitles: English,"Microsoft Azure,Cloud Computing,",Microsoft,4.54,136,Approx. 9 hours to complete,Coursera,"advantages, basics, begin, choose, cloud, cloud computing, cloud experience, code, cost, course, create, different business scenarios, do, have, introduce, learn, microsoft azure, microsoft azure core concepts, microsoft azure portal, microsoft azure resources, need, provide, right microsoft azure solution, sandbox, scripting skills, services, start, test, use, work, write, youâll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Cost and Economics in Pricing Strategy,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582112/courses/course_1740_cost_and_economics_in_pricing_strategy.jpg,"How much should you charge for your products and services? Traditionally, businesses have answered this question based on the cost to produce or provide their goods and services. This course shows you the economic factors behind pricing based on cost and the pros and cons of a cost-based pricing approach. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, the course provides the practical and research-based models and methods you need to set prices that maximize your profits. ",Business,Marketing,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish, Romanian","Cost-Based Pricing,Channel and Direct-to-Consumer Pricing,Pricing Strategies,Price Discrimination,Price Elasticity Of Demand,",Jean Manuel Izaret,0,0,Approx. 12 hours to complete,Coursera,"answer, base, business, businesses, charge, cons, cost, cost-based pricing approach, course, darden school, develop, economic factors, goods, lead, maximize, methods, need, practical and research-based models, prices, pricing, produce, products, profits, pros, provide, question, rank, services, set, show, top-ranked darden faculty and boston consulting group global pricing experts, university, virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582125/courses/course_1744_improving_deep_neural_networks_hyperparameter_tuni.jpg,"In the second course of the Deep Learning Specialization, you will open the deep learning black box to understand the processes that drive performance and generate good results systematically. ",Data Science,Machine Learning,Course,English,"Subtitles: Chinese (Traditional), Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, Turkish, English, Spanish","Tensorflow,Deep Learning,Mathematical Optimization,hyperparameter tuning,",Andrew Ng,4,1,Approx. 23 hours to complete,Coursera,"deep learning black box, deep learning specialization, drive, generate, good results, open, performance, processes, second course, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Introduction to HTML5,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582134/courses/course_1746_introduction_to_html5.jpg,"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, âThe Missing Link: An Introduction to Web Development and Programmingâ by Michael Mendez from www.opensuny.org. ",Computer Science,Mobile and Web Development,Course,English,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish","Web Design,Web Accessibility,HTML,Html5,","Colleen van Lent, Ph.D.",4.73,45,Approx. 13 hours to complete,Coursera,"adhere, background knowledge, be, click, confidence, course, create, design, disabilities, do, explore, gain, great textbooks, grow, growing number, happen, have, help, introduction, know, knowledge, learn, link, make, michael mendez, need, novice, online resources, overlook, own page, page, programmingâ, promote, require, resources, seem, semantic standards, software programs, strong emphasis, syntactic standards, textbook, theory, understand, use, users, validation, want, web design, web development, webpage, wide accessibility, www.opensuny.org, âthe missing link",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,C Programming: Modular Programming and Memory Management - 3,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582141/courses/course_1748_c_programming_modular_programming_and_memory_manag.jpg,Enhance your coding skills along your path to becoming a proficient C programmer with the essential concepts of functions and pointers. ,Computer Science,Software Development,Course,English,Subtitles: English,"Computer Programming,C Programming,",RA©mi SHARROCK,4,5,Approx. 10 hours to complete,Coursera,"become, cod, coding skills, enhance, essential concepts, functions, path, pointers, proficient c programmer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Supervised Machine Learning: Regression,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582149/courses/course_1750_supervised_machine_learning_regression.jpg,"This course introduces you to one of the main types of modelling families of supervised Machine Learning: Regression. You will learn how to train regression models to predict continuous outcomes and how to use error metrics to compare across different models. This course also walks you through best practices, including train and test splits, and regularization techniques.",Data Science,Machine Learning,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Regression Analysis,Supervised Learning,Linear Regression,Ridge Regression,Machine Learning (ML) Algorithms,",Mark J Grover,5,1,Approx. 20 hours to complete,Coursera,"best practices, compare, continuous outcomes, course, different models, error metrics, include, introduce, learn, main types, modelling families, predict, regression, regression models, regularization techniques, splits, supervised machine learning, test, train, use, walk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Planning a Patient Safety or Quality Improvement Project (Patient Safety III),https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582157/courses/course_1752_planning_a_patient_safety_or_quality_improvement_p.jpg,"This course provides students with a set of tools and methodologies to plan and initiate a Problem Solving or Quality Improvement project.  The first module presents methods for selecting, scoping and structuring a project before it is even initiated. It also introduces the project classifications of implementation and discovery. The second module describes the A3 problem solving methodology and the tool itself. Further in that same module, the student is shown tools to identify problems in flow, defects, and waste and to discover causes, brainstorm, and prioritize interventions. Module 3 shows a methodology within the implementation class. These methods are designed to overcome emotional and organizational barriers to translating evidence-based interventions into practice.  The fourth and last module looks at one more way to approach improvement projects in the discovery class.  These tools are specifically for new, out-of-the-box design thinking.",Health,Healthcare Management,Course,English,"Subtitles: French, Portuguese (European), Russian, English, Spanish","Project Management,Design Thinking,Quality Improvement,",Bob Hody,4.51,486,Approx. 5 hours to complete,Coursera,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Key Success Factors in Supply Chain Finance,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772582165/courses/course_1754_key_success_factors_in_supply_chain_finance.jpg,"Implement and manage a successful financing program for a corporate buying organization by learning about the key success factors in Supply Chain Finance. In this course, you'll learn about the challenges and bottlenecks in Supply Chain Finance and understand their impact on Supply Chain Finance programs. This course will help you understand who the ideal customer is for a Supply Chain Finance program and understand how revenue is generated and such programs are priced. You'll learn about the relevant factors for suppliers to come onboard and trade as well as identify the key roles and responsibilities involved in Supply Chain Finance.",Business,Finance,Course,English,Subtitles: English,"Marketing Supply Chain Finance Services,Designing a Supply Chain Finance Program,",Oliver Belin,4.6,10,Approx. 18 hours to complete,Coursera,"bottlenecks, challenges, come, corporate buying organization, course, generate, help, ideal customer, identify, impact, implement, involve, key roles, key success factors, learn, manage, price, relevant factors, responsibilities, revenue, successful financing program, such programs, suppliers, supply chain finance, supply chain finance program, supply chain finance programs, trade, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
